Training loss	Validation loss	Training dice	Validation dice	Learning rate
0.03715296618125676	0.019062932906450263	0.852273245719569	0.8789225780717519	0.010000000000000002
0.03054083290247968	0.014655021189576695	0.8567568536495157	0.8904612076680497	0.010000000000000002
0.029858175987713394	0.01400581643845318	0.8606665864432721	0.88498393786162	0.009991120277927222
0.028989646343648427	0.013464201802200162	0.865365270664508	0.8970830630043163	0.009964516155915152
0.02820780072973407	0.014031830497742342	0.8685517983248808	0.8883772656345216	0.0099202926282791
0.027787621736685045	0.014037935650039062	0.8722969811875003	0.8939010167349314	0.00985862422507884
0.02750256484757917	0.013670975664825422	0.875937439424231	0.8889014254692817	0.009779754323328192
0.027116303948169485	0.013509832047395106	0.8769491002402233	0.8971473537681591	0.009683994186497132
0.027249757275311315	0.013769670378580387	0.8785543539216809	0.9047852916634139	0.009571721736097088
0.02724670449426185	0.013961067786224173	0.8790211379528046	0.8982577298328115	0.009443380060197386
0.026523902262244284	0.013293642738881173	0.880053262555988	0.9008970850980907	0.009299475664759069
0.027017011989788623	0.019533718011786366	0.8807131164635376	0.8932983898964899	0.009140576474687266
0.026566936950247096	0.013172424431353148	0.8813337996874713	0.9050887335085906	0.008967309592491052
0.026143291367190298	0.012751866092726152	0.8825304686975745	0.902067475269633	0.008780358823396353
0.026098018803955306	0.011494201973835947	0.8817654863509662	0.9109599020788135	0.0085804619766791
0.026137058380209563	0.012224954764338757	0.8834776910838383	0.9066730236400671	0.008368407953869105
0.02573621485294984	0.012127548771695584	0.883839462968975	0.905736218101459	0.00814503363531613
0.026291743100916427	0.01604491915850954	0.8840595271820669	0.8981509811358914	0.007911220577405485
0.02505183315743928	0.013086602731044008	0.8863708211395033	0.9113170242082144	0.0076678915334577194
0.025332115762185397	0.013134045195063183	0.8870947055145209	0.9113748389131883	0.007416006812042828
0.025850456858809715	0.015189408420715393	0.886300098497714	0.8848057695337244	0.007156560487081053
0.025838388360514622	0.01446567782874992	0.8870769001561304	0.9062543460219766	0.006890576474687264
0.025320480560583628	0.014687378134754802	0.8878163699365933	0.9084524521767051	0.006619104492241847
0.025617884202923644	0.013003880529536774	0.8878394237992872	0.9133829832645592	0.006343215915635763
0.025782310035813775	0.01512566248430921	0.8882026195573541	0.9081442088883708	0.006063999551039371
0.024810492515533588	0.015909903643253766	0.8899349319432213	0.8988104546013242	0.0057825573378819115
0.02471948663254736	0.012407097337363638	0.890036617751717	0.9167481663685725	0.0055000000000000005
0.025108613177367865	0.014256915293127467	0.890409362463128	0.9100945100117185	0.0052174426621180905
0.024164507874369537	0.010597767598490418	0.8902234284528779	0.925840742447797	0.004936000448960632
0.024223435124434797	0.012408822890538952	0.8906029193479102	0.9165034706338601	0.00465678408436424
0.02428376923025624	0.012577620778988031	0.8919969994394004	0.9151955359690899	0.004380895507758154
0.02439151572026705	0.010904662883402324	0.892042743419975	0.9213176256901509	0.004109423525312739
0.024422453442191506	0.013770492283491195	0.8934068181918743	0.9135010289842639	0.0038434395129189505
0.024239153206556244	0.014165079367828454	0.893359615628266	0.9109607759644004	0.0035839931879571734
0.024305984368553354	0.013242543623275576	0.8929642060965702	0.9153363565382783	0.003332108466542281
0.024667130486558834	0.01883104942549511	0.891939984419655	0.9085698435719707	0.0030887794225945143
0.024550972008489942	0.014977399031104633	0.893891258403813	0.9128414457856376	0.0028549663646838717
0.023532271936568063	0.014156837092695355	0.8954214703828073	0.9106300294114978	0.0026315920461308963
0.023990419755272854	0.013179066395803714	0.8960634651360477	0.9165570394791935	0.002419538023320901
0.02414800874328492	0.01151086316091437	0.8957007860464052	0.9205476229444786	0.002219641176603649
0.023478912115419342	0.01164187656237358	0.89588281393715	0.9216034634124683	0.002032690407508949
0.02427759806460415	0.01697458898558185	0.8967970543753655	0.9143545594427658	0.0018594235253127371
0.024282052971145943	0.017035029064016195	0.8969669388036644	0.9143039005170377	0.0017005243352409332
0.023909778504678906	0.012069661986169409	0.8953677708892094	0.9187700483112912	0.001556619939802614
0.023780474346788642	0.016094719559518942	0.8978883591121213	0.9105210906939969	0.001428278263902913
0.023172294983289123	0.014564815471416026	0.8979457214699914	0.9129184428572844	0.001316005813502869
0.023894145046945647	0.018632603388594012	0.8973525601336192	0.9126631885719603	0.001220245676671809
0.023617021042357	0.015820408601251296	0.897546367291524	0.9135275756990587	0.0011413757749211607
0.023684169035841595	0.014637025753608616	0.8983316790659274	0.9155112369450932	0.0010797073717209009
0.023867413511015116	0.016513700831244538	0.8975488484000629	0.9124806768753949	0.00103548384408485
