Training loss	Validation loss	Training dice	Validation dice	Learning rate
0.03667823259901906	0.020442303564841453	0.8507207048724961	0.8734233893916035	0.010000000000000002
0.03052363602150759	0.015724013784346177	0.8550499836508965	0.8866906787708567	0.010000000000000002
0.02914604707037572	0.015457091147497604	0.8604230306977398	0.8785413345396045	0.009991120277927222
0.028722317887665726	0.01419916627858747	0.865208954899294	0.8955167049633869	0.009964516155915152
0.027667496229239273	0.016093710508320022	0.8694280999799332	0.8892611221592452	0.0099202926282791
0.027427038525658316	0.015217821574614447	0.8729744057334787	0.8816614891084086	0.00985862422507884
0.02708456994912512	0.015242545365320558	0.8773116257898184	0.8820659210268758	0.009779754323328192
0.026464482113295187	0.013285243472414702	0.8765709489323169	0.9041051792605693	0.009683994186497132
0.026964698692742223	0.01486083133009173	0.8777833631234029	0.9008729232324136	0.009571721736097088
0.02645205606742745	0.013978379238621986	0.8801057666611273	0.8907683409264812	0.009443380060197386
0.026334833208007172	0.014300782577586635	0.8791301773480223	0.8923342190979016	0.009299475664759069
0.026496005099427546	0.017086898850378212	0.8816778069938471	0.895844288205873	0.009140576474687266
0.026224589555905117	0.014858630552264844	0.8814700834079687	0.9000178983935491	0.008967309592491052
0.025692493566758293	0.01350444487310805	0.8837104397296147	0.9077156745193493	0.008780358823396353
0.025530048466964373	0.012697214787296244	0.8840729459563037	0.9054309656585912	0.0085804619766791
0.025748816014064865	0.014103432144501542	0.8837453190921883	0.9086710454360101	0.008368407953869105
0.025581990767296444	0.01441814178043562	0.8844453161826851	0.9030844222381119	0.00814503363531613
0.02557775421084187	0.016789054624509216	0.8840843738310851	0.8930638982116323	0.007911220577405485
0.02500533837060164	0.015493961836111719	0.8856415222965732	0.9080031923535139	0.0076678915334577194
0.024974085570608658	0.014251166886197458	0.8867057306290431	0.9119746000853934	0.007416006812042828
0.02547039558778794	0.020262677887598435	0.8863446820844424	0.8794423198662047	0.007156560487081053
0.02554512586064993	0.013971652760576384	0.8880765604043444	0.8979219262664383	0.006890576474687264
0.02503957833132785	0.013383238494343358	0.8885527958022097	0.9131366045751708	0.006619104492241847
0.025306156863145975	0.015917267775745963	0.8881176934890929	0.9064022239137719	0.006343215915635763
0.024954855698702618	0.015466432587889153	0.8898677970553165	0.9085121457072624	0.006063999551039371
0.024054021317785564	0.013827027159498868	0.8909443548347804	0.9115833963233451	0.0057825573378819115
0.024539786292905545	0.013281519157242046	0.89116666256765	0.9138829655980837	0.0055000000000000005
0.024806341170278683	0.016325856318374552	0.8907725425731975	0.9064898098595381	0.0052174426621180905
0.024010722805203555	0.013562296255134493	0.8917368056049589	0.9143475080900996	0.004936000448960632
0.02388199324805831	0.014411296086343601	0.8927340204505192	0.911784183239899	0.00465678408436424
0.023500387113023283	0.015698114750034728	0.8935023905648631	0.9134229396030141	0.004380895507758154
0.023830871559908633	0.014316655454192384	0.8931424994504726	0.9135377266827751	0.004109423525312739
0.024229263468404164	0.014994164969181835	0.8935113037353294	0.9103513527750401	0.0038434395129189505
0.023841212183122604	0.01429314949219575	0.8937803903741313	0.9134386848000919	0.0035839931879571734
0.024129847469382126	0.015620410645986568	0.8932438204235374	0.9090766447147618	0.003332108466542281
0.02417478960569316	0.01720658705920831	0.8950380638609259	0.9106218129728102	0.0030887794225945143
0.024212472020391323	0.013859424287781023	0.8949658079524787	0.914808651411666	0.0028549663646838717
0.02356198193507629	0.014233187230642048	0.896304722522684	0.9114961681002085	0.0026315920461308963
0.023572396019970267	0.01754582273150193	0.8967729349551736	0.9040082507368491	0.002419538023320901
0.023545580285141678	0.014072544703698866	0.8962378719304418	0.911109452501579	0.002219641176603649
0.023070970272732225	0.01242180099230632	0.8971009754243121	0.9183714225864562	0.002032690407508949
0.023695195739580465	0.018590752404561962	0.896846184013567	0.9118221131151925	0.0018594235253127371
0.023627357514674777	0.015315160521040438	0.8979518171236832	0.912615979798079	0.0017005243352409332
0.02359604668639031	0.012620685912911692	0.8968014073163247	0.9163418800728499	0.001556619939802614
0.023585124421862804	0.014533869071082277	0.898284509149732	0.9147810320027872	0.001428278263902913
0.0231758118287008	0.013950505090783324	0.89836306562951	0.9146751751012757	0.001316005813502869
0.023170455130143684	0.01755652915000931	0.8986444335516806	0.9126594725208556	0.001220245676671809
0.023425530041718014	0.014695534775834435	0.8989783400045849	0.9156535587174335	0.0011413757749211607
0.02359681657621092	0.016753202278445622	0.8985182659058886	0.9121548447207162	0.0010797073717209009
0.023728964270915698	0.016427956346997986	0.8989731277751847	0.9134126457197678	0.00103548384408485
