Training loss	Validation loss	Training dice	Validation dice	Learning rate
0.029192687233277597	0.015619449672901436	0.8568206360636245	0.8860971222621269	0.010000000000000002
0.022108091412386437	0.013698578826595054	0.8708725037466655	0.8944713286640913	0.010000000000000002
0.02038795190800612	0.012483602604964438	0.8789404411589047	0.903742898249664	0.009991120277927222
0.019265558011769653	0.013193328438933965	0.8847978734600231	0.895238496067035	0.009964516155915152
0.018134152649206463	0.012562989078396236	0.889217518844961	0.9063999223595394	0.0099202926282791
0.018072735696683533	0.01215689406584114	0.8910434634655169	0.9051033079339893	0.00985862422507884
0.01728804184036076	0.013174118399654296	0.8934413909722436	0.9098244257306826	0.009779754323328192
0.017090625613442084	0.013893724279001611	0.8961027895256747	0.8985379299412471	0.009683994186497132
0.016618042640221677	0.011744709956876223	0.8977638997534674	0.9132078862341864	0.009571721736097088
0.01665123723240887	0.013468189150623528	0.8983185928116361	0.9045892879011521	0.009443380060197386
0.016288401408347614	0.011201940291663999	0.8992487652821491	0.9177435329494871	0.009299475664759069
0.016212758257237815	0.01145076676252301	0.9000807766318796	0.914136076295698	0.009140576474687266
0.016036514876117104	0.01281392264535829	0.9009930116132601	0.9115694046778595	0.008967309592491052
0.015741785320120123	0.011475492044379665	0.902377268579524	0.9110385241114278	0.008780358823396353
0.016279594715964206	0.01615400805348765	0.900652447980647	0.9048026523453632	0.0085804619766791
0.016453398307551773	0.010973568165649634	0.9000289463627026	0.9179207763156375	0.008368407953869105
0.01559367656427538	0.011790471732680184	0.9052901052963952	0.9157494206117712	0.00814503363531613
0.015373533518822192	0.012010805249943133	0.906441016788035	0.9095242606247931	0.007911220577405485
0.01502532843783565	0.011597067695600457	0.907275806131492	0.9218913998057998	0.0076678915334577194
0.01505483291471922	0.012321742766598821	0.9085578369828757	0.9153320328798885	0.007416006812042828
0.015095863264995384	0.011716600313210054	0.9074910032483634	0.9133220548091519	0.007156560487081053
0.015067237386110769	0.010882433320856776	0.9083794540560426	0.9211341191930119	0.006890576474687264
0.014836416636665092	0.011378176979870414	0.9099215873907555	0.9202307582091073	0.006619104492241847
0.014733693085765717	0.012341300448715686	0.9087251798681731	0.9134265654416834	0.006343215915635763
0.014780803988990078	0.011056253440951899	0.9089482295295029	0.9152876041083343	0.006063999551039371
0.01434531990975766	0.011468137687610788	0.9109860438625302	0.9200832946122356	0.0057825573378819115
0.014077277896687234	0.013092708514509808	0.9139454767356909	0.9198800638104849	0.0055000000000000005
0.01403313138554831	0.011035089413543819	0.9119709506808715	0.9225215731819407	0.0052174426621180905
0.014122594698867464	0.01305956957499753	0.9121510293290268	0.9152494712550614	0.004936000448960632
0.013892272681534035	0.011975552771194064	0.9143419467511401	0.9159743283625058	0.00465678408436424
0.014042633035350652	0.010956630165611098	0.9135643895789566	0.9226967200565793	0.004380895507758154
0.014014512674540383	0.011092394565311034	0.9147629913064157	0.9223949536799626	0.004109423525312739
0.013899638239984632	0.013105285958036601	0.9159282366956333	0.915928798942384	0.0038434395129189505
0.013780029270409893	0.011065499896787966	0.9155939296065765	0.9163043256404858	0.0035839931879571734
0.013649938663085457	0.011380484406708857	0.9154313508252255	0.9180769839802304	0.003332108466542281
0.013720674197784876	0.010703453694490864	0.9169866391942912	0.9251520685816038	0.0030887794225945143
0.013437736309411195	0.01122221188472976	0.9174834153153352	0.9177731887714283	0.0028549663646838717
0.013556012223803251	0.011073591522666315	0.9177214662139153	0.9207879651710983	0.0026315920461308963
0.013492668752470129	0.010617797647001855	0.9176153124279699	0.9253666274877345	0.002419538023320901
0.01332297009867034	0.012831216213674963	0.9186310966098318	0.9146805855731327	0.002219641176603649
0.013396546928645224	0.010864391108049275	0.918903669290535	0.9252036768226441	0.002032690407508949
0.013361274000326506	0.011314514429518632	0.9196219082474234	0.9193913755621553	0.0018594235253127371
0.013225690687490096	0.01070630042531934	0.9192085531892147	0.9234799676365997	0.0017005243352409332
0.013128797346472761	0.011043904308675358	0.920628292369008	0.9241972404557306	0.001556619939802614
0.013132303189542527	0.012646160684356155	0.9211212998595424	0.9130435878787018	0.001428278263902913
0.01296073245641437	0.011158741864276105	0.9201408360055636	0.9178411233785232	0.001316005813502869
0.01326609299431088	0.010950211511612726	0.9202279238920887	0.9263644211811557	0.001220245676671809
0.013094257942232014	0.012203226793812446	0.9211391797830116	0.9174867839995173	0.0011413757749211607
