Training loss	Validation loss	Training dice	Validation dice	Learning rate
0.03645685597964879	0.017943767336195716	0.8533938491921935	0.8704722578650628	0.010000000000000002
0.0305514298948995	0.01638390268322224	0.855904153963831	0.8765706411416276	0.010000000000000002
0.029590595619948975	0.014565698238578662	0.860385461681498	0.8854572732232523	0.009991120277927222
0.02897490881516412	0.014493052311552932	0.8645990116546907	0.8939098870242532	0.009964516155915152
0.02828947457872211	0.01601325041749211	0.8699074018399869	0.892437590987959	0.0099202926282791
0.027710766819138644	0.014779319815340064	0.8718665808368128	0.8904004711983503	0.00985862422507884
0.027651067954312502	0.01947447131749721	0.8742264492130507	0.8754660156459232	0.009779754323328192
0.027112420676027885	0.019993133493467784	0.8767417718611166	0.8936453463542253	0.009683994186497132
0.026765071187035368	0.016102692603690894	0.8791853830087916	0.896580907612423	0.009571721736097088
0.02614915387292097	0.016725427155331665	0.8798101809447781	0.8908025339980193	0.009443380060197386
0.02640394586963244	0.021804387183390398	0.8800669974909003	0.8968618312207997	0.009299475664759069
0.02637204696513585	0.014935438383587829	0.8787776588587507	0.887275502204137	0.009140576474687266
0.02629460037213416	0.017125918579482903	0.8810609255457266	0.8964621359289925	0.008967309592491052
0.025665106368783674	0.01468126540412023	0.8812202756236068	0.8982325310926937	0.008780358823396353
0.026023409107521985	0.015567936075097282	0.8844118581324603	0.9050588964089301	0.0085804619766791
0.02608737955888616	0.01791351947849039	0.8845539993725794	0.9005899376255151	0.008368407953869105
0.025298036443512827	0.019339592854261203	0.8854873475330447	0.900584155501167	0.00814503363531613
0.025392138549889264	0.019569969001561216	0.8857473865708569	0.8931918153702171	0.007911220577405485
0.02605618310782187	0.015818747001895502	0.8863740072614538	0.9027564439371774	0.0076678915334577194
0.02536401871236911	0.017743091115806495	0.8877008348916766	0.8937569399895843	0.007416006812042828
0.02517912147002474	0.016133339928230548	0.8876799874203302	0.9056428364805273	0.007156560487081053
0.025561539723068127	0.01606087655746837	0.8864690077001364	0.915473749224446	0.006890576474687264
0.025252936225011798	0.013065393595746756	0.888766920225148	0.9143412588889724	0.006619104492241847
0.025064786187707994	0.015497077224462762	0.8876807610478398	0.9011598872835193	0.006343215915635763
0.02523288725223874	0.015836950313519768	0.889162150279055	0.9087589501576507	0.006063999551039371
0.02501392818574961	0.014305645469375771	0.8889506561896492	0.9137633949849867	0.0057825573378819115
0.024171866916357886	0.014106916964759448	0.8904903037214241	0.9089700495305993	0.0055000000000000005
0.024274664141607078	0.013133037362063735	0.8912849662174948	0.9169592731328761	0.0052174426621180905
0.024924703748063565	0.01420297808672533	0.8909429854927503	0.9127718832799854	0.004936000448960632
0.02426066530230581	0.017546027575846983	0.892023566467191	0.9075619820949573	0.00465678408436424
0.0246623172882708	0.013050020287073277	0.8916211725940947	0.9155984200620121	0.004380895507758154
0.024233681130980185	0.0129024091361439	0.8927472848074722	0.9192276954271835	0.004109423525312739
0.024200383798520627	0.015538691882297197	0.8937339518595614	0.9131935477635819	0.0038434395129189505
0.024543402564492188	0.015169566773583186	0.8928108138514589	0.9128282627354366	0.0035839931879571734
0.02417637838016271	0.014402896907156812	0.8943969370499432	0.9126222018975712	0.003332108466542281
0.02384289054272477	0.014737555398531964	0.8945883915551428	0.9135782054384107	0.0030887794225945143
0.023778182592169978	0.015143050881907918	0.8955753013171558	0.9161356637322466	0.0028549663646838717
0.023773532358384204	0.015081366818218455	0.895730577770831	0.912506206805073	0.0026315920461308963
0.023833751137024413	0.01455404172425649	0.8953067937016772	0.9150195079122704	0.002419538023320901
0.02336355934721398	0.015133768504781894	0.8964313249457139	0.9161125426262096	0.002219641176603649
0.023481957986821216	0.014018328496245633	0.895083370148045	0.9165980271959532	0.002032690407508949
0.023755882554202263	0.01616367983860433	0.8955760076582764	0.9157459317026911	0.0018594235253127371
0.02319027090712073	0.015793567841882936	0.896741758975702	0.9087208427950764	0.0017005243352409332
0.02330288601380133	0.01718362025952297	0.8978407377274907	0.9147458935958972	0.001556619939802614
0.023366724880137715	0.015299583240499163	0.897060900096772	0.9163742937230533	0.001428278263902913
0.02388828720378985	0.016568867229889494	0.8964812919414508	0.9174926986944505	0.001316005813502869
0.02309156422303108	0.016216499755404113	0.8970743062340654	0.9135284466470558	0.001220245676671809
0.02345267568016888	0.014980105695226145	0.897200411643504	0.9157402985425745	0.0011413757749211607
0.023948261948501876	0.015504908771632379	0.8968938267600849	0.9172854756133924	0.0010797073717209009
0.02326427554209641	0.01387987760185296	0.8976804948365205	0.9184409687932231	0.00103548384408485
